id,code,name,city_id
884,28245640,작전서운동,51
885,28245710,계양1동,51
886,28245720,계양2동,51
887,28245730,계양3동,51
888,28260515,검암경서동,56
889,28260530,연희동,56
890,28260536,청라1동,56
891,28260537,청라2동,56
892,28260539,청라3동,56
893,28260542,가정1동,56
894,28260543,가정2동,56
895,28260544,가정3동,56
896,28260550,석남1동,56
897,28260560,석남2동,56
898,28260561,석남3동,56
899,28260575,신현원창동,56
900,28260580,가좌1동,56
901,28260590,가좌2동,56
902,28260600,가좌3동,56
903,28260610,가좌4동,56
904,28260680,검단동,56
905,28260690,불로대곡동,56
906,28260700,원당동,56
907,28260710,당하동,56
908,28260720,오류왕길동,56
909,28260730,마전동,56
910,28260740,아라동,56
911,28710250,강화읍,50
912,28710310,선원면,50
913,28710320,불은면,50
914,28710330,길상면,50
915,28710340,화도면,50
916,28710350,양도면,50
917,28710360,내가면,50
918,28710370,하점면,50
919,28710380,양사면,50
920,28710390,송해면,50
921,28710400,교동면,50
922,28710410,삼산면,50
923,28710420,서도면,50
924,28710425,서도면볼음출장소,50
925,28720310,북도면,58
926,28720315,북도면장봉출장소,58
927,28720330,백령면,58
928,28720340,대청면,58
929,28720345,대청면소청출장소,58
930,28720350,덕적면,58
931,28720360,영흥면,58
932,28720370,자월면,58
933,28720375,자월면이작출장소,58
934,28720380,연평면,58
935,29110525,충장동,62
936,29110545,동명동,62
937,29110560,계림1동,62
938,29110570,계림2동,62
939,29110590,산수1동,62
940,29110600,산수2동,62
941,29110620,지산1동,62
942,29110630,지산2동,62
943,29110655,서남동,62
944,29110685,학동,62
945,29110710,학운동,62
946,29110730,지원1동,62
947,29110740,지원2동,62
948,29140575,양동,64
949,29140590,양3동,64
950,29140650,농성1동,64
951,29140660,농성2동,64
952,29140730,광천동,64
953,29140740,유덕동,64
954,29140745,치평동,64
955,29140751,상무1동,64
956,29140752,상무2동,64
957,29140760,화정1동,64
958,29140770,화정2동,64
959,29140780,화정3동,64
960,29140790,화정4동,64
961,29140800,서창동,64
962,29140821,금호1동,64
963,29140824,금호2동,64
964,29140830,풍암동,64
965,29140840,동천동,64
966,29155510,양림동,61
967,29155520,방림1동,61
968,29155530,방림2동,61
969,29155537,봉선1동,61
970,29155538,봉선2동,61
971,29155545,사직동,61
972,29155605,월산동,61
973,29155630,월산4동,61
974,29155640,월산5동,61
975,29155670,백운1동,61
976,29155680,백운2동,61
977,29155690,주월1동,61
978,29155700,주월2동,61
979,29155705,진월동,61
980,29155710,효덕동,61
981,29155720,송암동,61
982,29155730,대촌동,61
983,29170510,중흥1동,63
984,29170520,중흥2동,63
985,29170530,중흥3동,63
986,29170555,중앙동,63
987,29170570,임동,63
988,29170580,신안동,63
989,29170590,용봉동,63
990,29170601,운암1동,63
991,29170602,운암2동,63
992,29170603,운암3동,63
993,29170615,동림동,63
994,29170620,우산동,63
995,29170635,풍향동,63
996,29170650,문화동,63
997,29170656,문흥1동,63
998,29170657,문흥2동,63
999,29170661,두암1동,63
1000,29170662,두암2동,63
1001,29170663,두암3동,63
1002,29170666,삼각동,63
1003,29170669,일곡동,63
1004,29170673,매곡동,63
1005,29170676,오치1동,63
1006,29170677,오치2동,63
1007,29170685,석곡동,63
1008,29170695,건국동,63
1009,29170696,양산동,63
1010,29170697,신용동,63
1011,29200515,송정1동,60
1012,29200525,송정2동,60
1013,29200540,도산동,60
1014,29200550,신흥동,60
1015,29200565,어룡동,60
1016,29200580,우산동,60
